Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Madden NFL 13,PSV,2012,Sports,Electronic Arts,300000.0,0.0,0.0,30000.0,320000.0
Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,190000.0,80000.0,30000.0,20000.0,320000.0
Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,170000.0,10000.0,120000.0,10000.0,320000.0
LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,180000.0,110000.0,0.0,30000.0,320000.0
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,120000.0,130000.0,0.0,80000.0,320000.0
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,D3Publisher,220000.0,80000.0,0.0,30000.0,320000.0
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,90000.0,160000.0,20000.0,50000.0,320000.0
Sniper Elite 3,X360,2014,Shooter,505 Games,160000.0,140000.0,0.0,30000.0,320000.0
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0.0,260000.0,0.0,60000.0,320000.0
TrackMania Turbo,PS4,2016,Action,Ubisoft,30000.0,240000.0,0.0,50000.0,320000.0
Minute to Win It,X360,2011,Misc,Zoo Games,300000.0,0.0,0.0,20000.0,320000.0
DiRT Rally,PS4,2016,Racing,Codemasters,30000.0,240000.0,0.0,50000.0,320000.0
Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0.0,280000.0,0.0,40000.0,320000.0
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,100000.0,140000.0,20000.0,60000.0,320000.0
Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0.0,0.0,320000.0,0.0,320000.0
Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,280000.0,10000.0,0.0,20000.0,320000.0
Catherine,X360,2011,Adventure,Deep Silver,200000.0,60000.0,30000.0,20000.0,320000.0
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,230000.0,40000.0,20000.0,20000.0,320000.0
Just Dance 2016,XOne,2015,Misc,Ubisoft,240000.0,40000.0,0.0,30000.0,320000.0
LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,100000.0,170000.0,0.0,50000.0,320000.0
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,90000.0,170000.0,0.0,50000.0,320000.0
Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,180000.0,110000.0,0.0,30000.0,310000.0
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,120000.0,140000.0,0.0,50000.0,310000.0
ExerBeat,Wii,2010,Sports,Namco Bandai Games,100000.0,180000.0,0.0,30000.0,310000.0
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0.0,0.0,310000.0,0.0,310000.0
Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,290000.0,0.0,0.0,20000.0,310000.0
Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,250000.0,40000.0,0.0,20000.0,310000.0
Sniper Elite 3,PS3,2014,Shooter,505 Games,100000.0,150000.0,0.0,60000.0,310000.0
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,80000.0,150000.0,60000.0,30000.0,310000.0
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,150000.0,40000.0,100000.0,20000.0,310000.0
Dragon Ball Heroes: Ultimate Mission 2,3DS,2014,Strategy,Namco Bandai Games,0.0,0.0,310000.0,0.0,310000.0
Shrek: Forever After,DS,2010,Platform,Activision,190000.0,100000.0,0.0,30000.0,310000.0
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,50000.0,190000.0,30000.0,40000.0,310000.0
Metro: Last Light,XOne,2014,Action,Deep Silver,150000.0,130000.0,0.0,30000.0,310000.0
Dark Void,X360,2010,Action,Capcom,190000.0,90000.0,0.0,30000.0,310000.0
Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,80000.0,200000.0,0.0,30000.0,310000.0
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,70000.0,40000.0,170000.0,30000.0,310000.0
Football Manager 2016,PC,2015,Simulation,Sega,0.0,290000.0,0.0,20000.0,310000.0
TRON: Evolution,X360,2010,Action,Disney Interactive Studios,240000.0,50000.0,0.0,20000.0,310000.0
Disney Infinity 3.0,XOne,2015,Action,Disney Interactive Studios,180000.0,100000.0,0.0,30000.0,310000.0
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0.0,0.0,310000.0,0.0,310000.0
MySims SkyHeroes,Wii,2010,Action,Electronic Arts,180000.0,100000.0,0.0,30000.0,310000.0
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Strategy,Konami Digital Entertainment,180000.0,20000.0,90000.0,20000.0,310000.0
Rapala Pro Bass Fishing 2010,Wii,2010,Sports,Activision,230000.0,50000.0,0.0,20000.0,310000.0
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,140000.0,130000.0,0.0,40000.0,310000.0
SD Gundam G Generation: Overworld,PSP,2012,Strategy,Namco Bandai Games,0.0,0.0,310000.0,0.0,310000.0
Sorcery,PS3,2012,Action,Sony Computer Entertainment,140000.0,120000.0,0.0,50000.0,310000.0
TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,110000.0,170000.0,0.0,30000.0,310000.0
The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games,170000.0,70000.0,40000.0,30000.0,310000.0
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,80000.0,50000.0,140000.0,40000.0,310000.0
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,180000.0,10000.0,100000.0,20000.0,310000.0
Skylanders SWAP Force,XOne,2013,Platform,Activision,220000.0,60000.0,0.0,20000.0,310000.0
Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,90000.0,130000.0,10000.0,80000.0,310000.0
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,180000.0,100000.0,0.0,30000.0,310000.0
One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,90000.0,120000.0,60000.0,50000.0,300000.0
Alien: Isolation,X360,2014,Shooter,Sega,150000.0,130000.0,0.0,30000.0,300000.0
Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment,240000.0,40000.0,0.0,20000.0,300000.0
Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0.0,0.0,300000.0,0.0,300000.0
NES Remix,WiiU,2014,Action,Nintendo,200000.0,0.0,80000.0,20000.0,300000.0
Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,240000.0,40000.0,0.0,20000.0,300000.0
PowerUp Heroes,X360,2011,Fighting,Ubisoft,180000.0,100000.0,0.0,30000.0,300000.0
NASCAR 2011: The Game,X360,2011,Racing,Activision,290000.0,0.0,0.0,20000.0,300000.0
Shrek: Forever After,Wii,2010,Platform,Activision,190000.0,90000.0,0.0,30000.0,300000.0
Invizimals: Shadow Zone,PSP,2010,Strategy,Sony Computer Entertainment,50000.0,160000.0,0.0,80000.0,300000.0
Squinkies,DS,2011,Misc,Activision,270000.0,20000.0,0.0,20000.0,300000.0
Drakengard 3,PS3,2013,Role-Playing,Square Enix,100000.0,0.0,190000.0,20000.0,300000.0
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,140000.0,70000.0,70000.0,20000.0,300000.0
DmC: Devil May Cry,PS4,2015,Action,Capcom,120000.0,130000.0,0.0,50000.0,300000.0
Dynasty Warriors 8: Xtreme Legends,PS4,2014,Action,Tecmo Koei,90000.0,110000.0,60000.0,40000.0,300000.0
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,50000.0,50000.0,170000.0,30000.0,300000.0
Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,80000.0,20000.0,200000.0,10000.0,300000.0
Tropico 5,PS4,2015,Simulation,Kalypso Media,50000.0,160000.0,50000.0,40000.0,300000.0
Skylanders: SuperChargers,PS4,2015,Action,Activision,170000.0,80000.0,0.0,50000.0,300000.0
One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0.0,0.0,300000.0,0.0,300000.0
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,Atlus,130000.0,30000.0,110000.0,30000.0,300000.0
Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,150000.0,120000.0,0.0,30000.0,300000.0
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012,Role-Playing,Atlus,130000.0,20000.0,140000.0,10000.0,300000.0
FIFA 15,PC,2014,Sports,Electronic Arts,0.0,270000.0,0.0,30000.0,300000.0
We Sing Pop!,Wii,2012,Misc,Nordic Games,80000.0,190000.0,0.0,30000.0,300000.0
Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,210000.0,70000.0,0.0,20000.0,300000.0
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,300000.0,0.0,300000.0
Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,Square Enix,60000.0,70000.0,140000.0,20000.0,300000.0
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,120000.0,130000.0,0.0,50000.0,300000.0
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,2010,Misc,Namco Bandai Games,0.0,0.0,300000.0,0.0,300000.0
James Bond 007: Legends,X360,2012,Shooter,Activision,130000.0,140000.0,0.0,30000.0,300000.0
Dragon Quest Builders: Revive Alefgard,PSV,2016,Role-Playing,Square Enix,0.0,0.0,300000.0,0.0,300000.0
Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei,0.0,0.0,300000.0,0.0,300000.0
Batman: The Brave and the Bold the Videogame,Wii,2010,Action,Warner Bros. Interactive Entertainment,220000.0,60000.0,0.0,20000.0,300000.0
Thief (2014),X360,2014,Action,Square Enix,140000.0,130000.0,0.0,30000.0,300000.0
Just Dance Kids 2,Wii,2011,Misc,Ubisoft,280000.0,0.0,0.0,20000.0,290000.0
Front Mission Evolved,PS3,2010,Shooter,Square Enix,90000.0,70000.0,110000.0,30000.0,290000.0
NieR,X360,2010,Role-Playing,Square Enix,130000.0,100000.0,40000.0,20000.0,290000.0
Junior Brain Trainer 2,DS,2010,Misc,GSP,40000.0,210000.0,0.0,40000.0,290000.0
Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,10000.0,120000.0,120000.0,40000.0,290000.0
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,180000.0,90000.0,0.0,30000.0,290000.0
The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,60000.0,160000.0,20000.0,50000.0,290000.0
Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010,Adventure,Sega,0.0,0.0,290000.0,0.0,290000.0
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,90000.0,140000.0,10000.0,50000.0,290000.0
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,80000.0,160000.0,0.0,50000.0,290000.0
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010,Platform,D3Publisher,170000.0,100000.0,0.0,20000.0,290000.0
Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,250000.0,30000.0,0.0,20000.0,290000.0
Need for Speed: The Run,Wii,2011,Action,Electronic Arts,130000.0,130000.0,10000.0,30000.0,290000.0
Starhawk,PS3,2012,Action,Sony Computer Entertainment,180000.0,50000.0,30000.0,30000.0,290000.0
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,220000.0,40000.0,0.0,20000.0,290000.0
Disney Channel: All Star Party,Wii,2010,Misc,Disney Interactive Studios,180000.0,80000.0,0.0,20000.0,290000.0
Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,60000.0,50000.0,150000.0,30000.0,290000.0
Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,130000.0,120000.0,0.0,50000.0,290000.0
Angry Birds Star Wars,X360,2013,Strategy,Activision,160000.0,110000.0,0.0,30000.0,290000.0
Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,150000.0,10000.0,100000.0,40000.0,290000.0
FIFA Soccer 13,3DS,2012,Action,Electronic Arts,60000.0,200000.0,0.0,30000.0,290000.0
World of Tanks,PC,2011,Shooter,Wargaming.net,0.0,230000.0,0.0,60000.0,290000.0
Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010,Puzzle,Avanquest,0.0,250000.0,0.0,40000.0,290000.0
Disney Infinity,3DS,2013,Action,Disney Interactive Studios,160000.0,100000.0,0.0,20000.0,290000.0
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,180000.0,90000.0,0.0,20000.0,290000.0
Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,170000.0,90000.0,0.0,30000.0,290000.0
Just Dance Wii 2,Wii,2012,Misc,Nintendo,0.0,0.0,290000.0,0.0,290000.0
Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,100000.0,150000.0,10000.0,30000.0,290000.0
One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0.0,90000.0,190000.0,10000.0,290000.0
Transformers: Dark of the Moon,X360,2011,Action,Activision,130000.0,130000.0,0.0,30000.0,290000.0
GRID 2,X360,2013,Racing,Codemasters,80000.0,170000.0,0.0,30000.0,290000.0
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,150000.0,100000.0,10000.0,20000.0,290000.0
Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega,120000.0,150000.0,0.0,20000.0,290000.0
Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,290000.0,0.0,290000.0
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,110000.0,150000.0,0.0,30000.0,290000.0
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,130000.0,0.0,140000.0,20000.0,290000.0
I Spy: Spooky Mansion,Wii,2010,Puzzle,Storm City Games,270000.0,0.0,0.0,20000.0,290000.0
Wappy Dog,DS,2011,Simulation,Activision,270000.0,0.0,0.0,20000.0,290000.0
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,140000.0,120000.0,0.0,20000.0,290000.0
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,110000.0,70000.0,80000.0,30000.0,290000.0
Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,120000.0,120000.0,0.0,50000.0,290000.0
Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo,0.0,0.0,290000.0,0.0,290000.0
Kung Zhu,DS,2010,Action,Activision,260000.0,0.0,0.0,20000.0,290000.0
F1 Race Stars,X360,2012,Racing,Codemasters,70000.0,180000.0,0.0,30000.0,290000.0
Rugby World Cup 2011,X360,2011,Sports,505 Games,30000.0,210000.0,0.0,40000.0,280000.0
Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0.0,0.0,280000.0,0.0,280000.0
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,150000.0,110000.0,0.0,20000.0,280000.0
Monopoly Streets,X360,2010,Misc,Electronic Arts,160000.0,100000.0,0.0,30000.0,280000.0
NHL 2K11,Wii,2010,Sports,Take-Two Interactive,240000.0,20000.0,0.0,20000.0,280000.0
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,100000.0,80000.0,70000.0,40000.0,280000.0
Tony Hawk: Shred,PS3,2010,Sports,Activision,180000.0,70000.0,0.0,40000.0,280000.0
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,10000.0,160000.0,90000.0,30000.0,280000.0
Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,160000.0,100000.0,0.0,30000.0,280000.0
Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,140000.0,120000.0,0.0,20000.0,280000.0
Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,100000.0,120000.0,20000.0,50000.0,280000.0
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,190000.0,60000.0,0.0,30000.0,280000.0
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,160000.0,60000.0,0.0,50000.0,280000.0
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,280000.0,0.0,280000.0
Remington Super Slam Hunting: Africa,Wii,2010,Sports,Mastiff,270000.0,0.0,0.0,20000.0,280000.0
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,110000.0,110000.0,10000.0,50000.0,280000.0
Guitar Hero Live,PS3,2015,Misc,Activision,90000.0,140000.0,0.0,50000.0,280000.0
Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010,Misc,Warner Bros. Interactive Entertainment,270000.0,0.0,0.0,20000.0,280000.0
Sing Party,WiiU,2012,Misc,Nintendo,130000.0,120000.0,0.0,20000.0,280000.0
Monopoly,DS,2010,Misc,Electronic Arts,160000.0,100000.0,0.0,30000.0,280000.0
Hot Wheels: Track Attack,DS,2010,Racing,THQ,180000.0,80000.0,0.0,20000.0,280000.0
Shadows of the Damned,PS3,2011,Action,Electronic Arts,110000.0,90000.0,40000.0,40000.0,280000.0
Just Dance 2015,PS3,2014,Misc,Ubisoft,120000.0,110000.0,0.0,50000.0,280000.0
Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,240000.0,20000.0,0.0,20000.0,280000.0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,0.0,0.0,280000.0,0.0,280000.0
Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,130000.0,130000.0,0.0,30000.0,280000.0
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,210000.0,30000.0,30000.0,280000.0
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,100000.0,30000.0,120000.0,40000.0,280000.0
iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision,260000.0,10000.0,0.0,20000.0,280000.0
Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,50000.0,40000.0,170000.0,20000.0,280000.0
Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,260000.0,0.0,0.0,20000.0,280000.0
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,150000.0,100000.0,0.0,30000.0,280000.0
Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,140000.0,110000.0,0.0,20000.0,280000.0
Pinkalicious,DS,2011,Misc,GameMill Entertainment,260000.0,0.0,0.0,20000.0,280000.0
Mass Effect Trilogy,PC,2012,Action,Electronic Arts,90000.0,160000.0,0.0,30000.0,280000.0
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,110000.0,100000.0,20000.0,40000.0,280000.0
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,220000.0,40000.0,0.0,20000.0,280000.0
Dead Rising 2: Off the Record,X360,2011,Action,Capcom,170000.0,90000.0,0.0,20000.0,280000.0
NBA 2K12,PSP,2011,Sports,Take-Two Interactive,220000.0,30000.0,0.0,30000.0,280000.0
R.U.S.E.,PC,2010,Strategy,Ubisoft,40000.0,190000.0,0.0,50000.0,280000.0
Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0.0,0.0,280000.0,0.0,280000.0
Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0.0,70000.0,180000.0,30000.0,280000.0
Deadpool,PS4,2015,Action,Activision,130000.0,100000.0,0.0,50000.0,280000.0
How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit,50000.0,200000.0,0.0,20000.0,270000.0
Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,180000.0,60000.0,0.0,30000.0,270000.0
Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment,140000.0,110000.0,0.0,30000.0,270000.0
Iron Man 2,X360,2010,Action,Sega,150000.0,100000.0,0.0,30000.0,270000.0
Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,90000.0,120000.0,20000.0,40000.0,270000.0
R.U.S.E.,X360,2010,Strategy,Ubisoft,120000.0,120000.0,0.0,30000.0,270000.0
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,80000.0,0.0,190000.0,10000.0,270000.0
EyePet,PSP,2010,Simulation,Sony Computer Entertainment,20000.0,170000.0,0.0,90000.0,270000.0
The Evil Within,PC,2014,Action,Bethesda Softworks,90000.0,160000.0,0.0,20000.0,270000.0
Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,70000.0,70000.0,120000.0,10000.0,270000.0
MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,140000.0,100000.0,0.0,30000.0,270000.0
The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,60000.0,160000.0,0.0,50000.0,270000.0
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,100000.0,80000.0,60000.0,40000.0,270000.0
Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,90000.0,150000.0,0.0,30000.0,270000.0
Sengoku Basara 4,PS3,2014,Action,Capcom,0.0,0.0,270000.0,0.0,270000.0
Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,80000.0,140000.0,0.0,50000.0,270000.0
Tropico 4,PC,2011,Strategy,Kalypso Media,100000.0,130000.0,0.0,40000.0,270000.0
Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,140000.0,110000.0,0.0,30000.0,270000.0
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0.0,0.0,270000.0,0.0,270000.0
Ben 10 Triple Pack,DS,2011,Misc,D3Publisher,130000.0,120000.0,0.0,30000.0,270000.0
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,40000.0,190000.0,0.0,40000.0,270000.0
The Penguins of Madagascar,DS,2010,Action,THQ,130000.0,120000.0,0.0,20000.0,270000.0
LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,130000.0,120000.0,0.0,20000.0,270000.0
Resident Evil: Revelations,X360,2013,Action,Capcom,120000.0,110000.0,20000.0,20000.0,270000.0
Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,250000.0,0.0,0.0,20000.0,270000.0
NASCAR 2011: The Game,PS3,2011,Racing,Activision,250000.0,0.0,0.0,20000.0,270000.0
Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,160000.0,80000.0,0.0,20000.0,270000.0
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,250000.0,0.0,0.0,20000.0,270000.0
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0.0,0.0,270000.0,0.0,270000.0
F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,10000.0,210000.0,10000.0,40000.0,270000.0
Wipeout 2,X360,2011,Misc,Activision,250000.0,0.0,0.0,20000.0,270000.0
Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,80000.0,110000.0,0.0,80000.0,270000.0
Ace Attorney 6,3DS,2016,Adventure,Capcom,0.0,0.0,270000.0,0.0,270000.0
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,160000.0,90000.0,0.0,20000.0,270000.0
Deadly Premonition,X360,2010,Action,Rising Star Games,180000.0,60000.0,0.0,20000.0,270000.0
Wipeout 2,DS,2011,Misc,Activision,250000.0,0.0,0.0,20000.0,270000.0
Payday 2,PS4,2015,Shooter,505 Games,90000.0,140000.0,0.0,40000.0,270000.0
Ultimate NES Remix,3DS,2014,Action,Unknown,150000.0,90000.0,0.0,20000.0,270000.0
Megamind: The Blue Defender,DS,2010,Adventure,THQ,190000.0,50000.0,0.0,20000.0,270000.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,110000.0,110000.0,0.0,50000.0,270000.0
Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,130000.0,60000.0,40000.0,40000.0,270000.0
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,60000.0,70000.0,110000.0,30000.0,270000.0
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,270000.0,0.0,270000.0
Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,150000.0,90000.0,0.0,20000.0,270000.0
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,40000.0,50000.0,160000.0,20000.0,270000.0
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,60000.0,40000.0,140000.0,20000.0,270000.0
Angry Birds Trilogy,X360,2012,Action,Activision,180000.0,60000.0,0.0,20000.0,270000.0
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,110000.0,40000.0,90000.0,30000.0,270000.0
Reload: Target Down,Wii,2010,Shooter,Mastiff,250000.0,0.0,0.0,20000.0,260000.0
The Crew,X360,2014,Racing,Ubisoft,60000.0,180000.0,0.0,20000.0,260000.0
"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,230000.0,10000.0,0.0,20000.0,260000.0
Gundam Breaker,PS3,2013,Action,Namco Bandai Games,0.0,0.0,260000.0,0.0,260000.0
Create,Wii,2010,Action,Electronic Arts,220000.0,30000.0,0.0,20000.0,260000.0
A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games,0.0,0.0,260000.0,0.0,260000.0
Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,240000.0,0.0,0.0,20000.0,260000.0
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,130000.0,70000.0,0.0,60000.0,260000.0
Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0.0,0.0,260000.0,0.0,260000.0
Skylanders: SuperChargers,Wii,2015,Action,Activision,50000.0,190000.0,0.0,20000.0,260000.0
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0.0,70000.0,170000.0,20000.0,260000.0
Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,50000.0,160000.0,0.0,50000.0,260000.0
Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,0.0,0.0,260000.0,0.0,260000.0
Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,220000.0,30000.0,0.0,20000.0,260000.0
Project Runway,Wii,2010,Simulation,Atari,240000.0,0.0,0.0,20000.0,260000.0
Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment,0.0,0.0,260000.0,0.0,260000.0
Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0.0,10000.0,250000.0,0.0,260000.0
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,110000.0,100000.0,10000.0,50000.0,260000.0
Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,0.0,0.0,260000.0,0.0,260000.0
